WKT,id,DESC,Focus Area,Basements,Hist_Flood,Vul_Recep,Opp,Crit_Infra,Catch_Area,WCC_Scheme,%TreeCover,%FloodCov,Avg_Temp,PopDense,OSDef,AirQual,Programme,Westforms,WSP Ref,WCC No.,Project,Postcode,PM,PM Full,Stage,Expected C,Planned Co,Expected T,Cost Inclu,Expected S,Programm_1,SuDS Catch,Feasibilit,Masterplan,Monthly up,Date of la,Project De,SuDS Engin,Author (IN,Checker (I,Date Repor,Date share,Comments R,Comments i,SuDS Optio,SuDS Opt_1,Report Det,SuDS taken,Reason why,Number and,Lat,Long
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA2110Q86,"70090119","C.WD13461
",20 Thayer Street,W1U 2DD,PW,Phoebe Wood,Closed,Construction Finished,N/A,"£14,995.99",N/A,n/a,,"12",Average,,n/a,,,12.04.24 - PM contacted. Scheme has already been built so there is no option for SuDS.,AM,,,,,,Scheme has already been built,No,Scheme already built,N/A,N/A,N/A,51.517428000000002,-0.151196000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA21036EL,"70083785",C.WD13447,36-38 Berkeley Square (Berger House) and - Farm Street,W1J 5AE,SC,Shujahat Chohan,"5",25-11-2024,N/A,TBC,No,n/a,2024/25,"12",Poor,,n/a,,,,,,,,,,No optioneering needed as scheme assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,N/A,N/A,N/A,51.509798000000004,-0.147470000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA22048WS,"70096690",C.WD13495,Aldford Street Garden,W1K 2AE,MD / TBC,Teresa Tran,On Hold,18-07-2025,Same as main scheme,tbc,No,tbc,2024/25,"12",Good,,"Havent heard from client for 6 months, project is probably not coming back.",23-01-2025,,"05/12/23 - Report started 12/12/23 - PM says project now on hold 16/01/24 - PM has emailed to say that the project is on hold indefinitely and will be unlikely to be moved forward
15/10/24 - PM advised that scheme is still on hold",TL,,,,,,TBC - Scheme is on hold,,,,,,51.508771000000003,-0.151936000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA2212SDK,"70066193",C.WD10682,C51 Cycleway - Greville Rd to Bryanston SQ,W1H 2DS,JAH,Julio Alvarez,"1",26-08-2025,N/A,N/A,N/A,N/A,2024/25,"12",Poor,,N/A,24-01-2025,,,,,,,,,No optioneering report needed due to limited space available,No,Potential space available for SuDS,No,N/A,N/A,51.518782000000002,-0.161216000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA1906GNF,"70060363",C.WD13219,Carrington Street / Yarmouth Place - Design Check,W1J 7AF,SC,Shujahat Chohan,"5",On site,N/A,TBC,N/A,n/a,,"12",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,"Design check only, no influence on design",N/A,N/A,N/A,51.505965000000003,-0.146775000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA1603W87,"70017403",C.WD11933,Hanover Square Public Realm,W1S 1HT,AS,Alex Sargent,Closed,Construction Finished,N/A,N/A,N/A,N/A,223/24,"12",Poor,,N/A,N/A,,,,,,,,,No as works already completed,No,Scheme already built,N/A,N/A,N/A,51.514437999999998,-0.144630000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA2211P6D,"70104082",C.WD13616,Moxon Street - Public Realm,W1U 4EU,SC,Shujahat Chohan,Closed,NA,Same as main scheme,,,,,"12",Average,,"No discussion regarding suds at this stage. 
Will discuss with team when required",24-01-2025,,"18.04.24 - PM emailed. 
22.04.24 - Meeting with PM confirmed there is space for SuDS. PM to contact us when the scheme progresses and we can input.
15.10.2024 - PM advised that WCC is still seeking external funding to deliver this scheme (stages 1-6). WS",AM,,,,,,Potential for SuDS to be reviewed,TBC,TBC,TBC,TBC,TBC,51.520069999999997,-0.153352000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA20077KH,"70076794",C.WD13364,Old Burlington Street,W1S 3AF,JA,Julio Alvarez,Closed,,N/A,,N/A,,,"12",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.510632000000001,-0.140519000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA2309BE4,"70116170",C.WD13623,Park Lane Mews Hotel,W1J 7BS,TT,Teresa Tran,"1",tbc,N/A,tbc,N/A,n/a,,"12",Poor,,n/a,,,,,,,,,,No optioneering needed- assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,N/A,N/A,N/A,51.505865000000000,-0.148984000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA210428W,"70085001",C.WD10218,Portman Mews South,W1H 6HR,JM,Jorge Munuera,Closed,Construction Finished,N/A,TBC,N/A,N/A,,"12",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.514552000000002,-0.155838000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA21118CS,"70091616",C.WD13473,Seymore Mews,W1H 6BN,AM,Amudha Meimozhi,On Hold,08-11-2024,N/A,,,,2024/25,"12",Average,,N/A,24-01-2025,,"05.02.2024- PM contacted & Informed us that the project is on hold. 
22.02.2024 - PM recontacted for project update . PM States - still on hold may not become live again.
15.04.2024- PM recontacted states - Client say scheme will come live soon but not h",IG,,,,,,TBC - Scheme on hold,No,Limited or no space available for SuDS,No,N/A,N/A,51.516025999999997,-0.153487000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Major Projects,WA2203ORK,"70095487",C.WD13488,Shepherd Market,W1J 7QD,JCH,Jorge Cuesta,"5",On site,Nov-25,"£15,31,662.78",Yes,"£26,203",2023/24,"12",Good,,Planned SUDS raingarden has been changed for a common planter,23-01-2025,Final SuDS design subject to feedback from WCC SuDS in relation to impermeable membrane,Suds Taken forward-,IG,AL,23-06-2023,26-06-2023,,,Optioneering report produced,Yes,Stage 3 Detailed design in progress,Yes,N/A,1No rain garden and 1No rain garden with tree - detailed design in progress,51.506450999999998,-0.146208000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA2307DIW,"70114227",C.WD13630,South Molton Street Tree Planting,W1K 5QF,DC,Dan Carolan,Finished,18-10-2024,N/A,TBC,N/A,N/A,2024/25,"12",Average,,"This scheme
 investigated SuDS aspects to the tree planting however due to minimum excavation depth, the PM and SUDS team are in agreement that SUDS were not viable for this scheme.",23-01-2025,,"15/10/24 - email requesting updates sent to PM
18/10/24 PM advised that teh scheme involves the planting of 11 trees along South Molton Street. We completed trial holes and have struggled with excavation depth available to accommodate the drainage system",,,,,,,Potential for SuDS to be reviewed,No,Limited or no space available for SuDS,No,Existing utilities,N/A,51.513247999999997,-0.147301000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Sustainable Transport Programme,WA2106CBG,"70086186",C.WD13322,South Street - St George's Hanover Square C of E Primary School,W1K 2XH,AP,Anoushka Popat,On Hold,tbc,Same as main scheme,tbc,No,n/a,2023/24,"12",Poor,,Scheme to be closed out.,23-01-2025,,"23.11.2023 - Email sent to PM, informed that AP is now PM & project is on hold pending further site investigations
23.01.2024 - Email asking for updates sent to Anoushka
03.06.2024 follow up email sent to PM, awaiting response
01.07.24 scheme still on ho",LB,,,,,,TBC - scheme on hold pednding site investigations,Scheme on hold,Scheme on hold,Scheme on hold,Scheme on hold,Scheme on hold,51.508823000000000,-0.150118000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WA21102ZM,"70090162",C.WD13470,St Vincent Street (Moxon St Car Park) Development - Design Ch,W1U 4EA,PG,Panagiota Georgiou,Closed,20-10-2023,N/A,TBC,No,N/A,2024/25,"12",Poor,,N/A,,,,,,,,,,No optioneering needed as scheme assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,N/A,N/A,N/A,51.519204999999999,-0.152526000000000
"MULTIPOLYGON (((528415.475726319 182092.790624437,528819.255997275 181169.013696509,529295.588812821 180507.440341584,529023.452362588 180297.489736466,528510.877794174 179889.292821394,528442.828062324 179876.937345612,528394.938308461 180141.404999468,528191.963917961 180390.626719449,527968.435158803 180639.84843943,527904.202756746 180876.223678999,527842.539650771 180999.549890949,527581.893299113 181858.15260789,527577.829035897 181856.96124095,528256.698121137 182068.973983659,528415.475726319 182092.790624437)))","12",MAYFAIR,"2","624","5","38","50","6","1916006","9",2.6,1.8,33.624950,0.0084690000,196.492258,2.502598,Developer Funded,WB23091JX,"70118739",C.WD13620,Wallenberg Place,W1H 7TN,TT,Teresa Tran,"1",TBC,Same as main scheme,TBC,N/A,TBC,2024/25,"12",Good,,"Client has not agreed to using 
SUDS yet. Anoushka will be transferred to PM role for this project",23-01-2025,,"Email sent to PM - 06/02/2024 
Meeting Request sent (13/02/2024) for 13/02/2024
Response from PM 13/02/2024
Meeting had 13/02/2024 - not ready to start yet - PM will contact when ready
Email sent to PM to follow up - 01/07/2024
30/08/24 inception call wi",CB,,,,,,TBC - Scheme on hold,No,Fee proposal for Stage 1 Feasibility submitted,Fee proposal for Stage 1 Feasibility submitted,TBC,Fee proposal for Stage 1 Feasibility submitted,51.515051999999997,-0.159075000000000
"MULTIPOLYGON (((529295.588812821 180507.440341584,528819.255997275 181169.013696509,528415.475726319 182092.790624437,528774.596 182194.697000001,528812.697 182203.0041,528846.9961 182196.696,528856.503 182274.004000001,528896.7961 182258.698100001,528891.0991 182192.597100001,528934.303 182185.799000001,529201.097 181852.005000001,529355.502 181640.895,529404.098 181671.296,529438.002 181621.801000001,529478.502 181649.403000001,529544.603 181549.601,529564.803 181498.995999999,529595.4 181518.300000001,529639.297 181478.901000001,529679.962932033 181450.182372352,529670.700905064 181438.274051964,529676.655065258 181421.073144736,529677.9 181408.002,529738.897 181434.704,529795.738269145 181446.874505578,529824.597 181386.998,529818.8 181351.398,529903.098 181053.802999999,529932.9987 181046.6504,529834.771097085 180942.09403577,529681.286078743 180841.534885821,529617.77503667 180785.962724007,529572.788048535 180674.81840038,529535.739940659 180635.123999084,529295.588812821 180507.440341584)))","13",SOHO,"0","210","0","40","37","2","1235771","2",2.0,0.3,34.327660,0.0091550000,366.528567,2.158689,Developer Funded,WA19026MY,"70056674",C.WD11706,"18, 20-24 Broadwick Street",W1F 8HT,SC,Shujahat Chohan,"6",22-07-2024,N/A,TBC,No,n/a,,"13",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.513871000000002,-0.135559000000000
"MULTIPOLYGON (((529295.588812821 180507.440341584,528819.255997275 181169.013696509,528415.475726319 182092.790624437,528774.596 182194.697000001,528812.697 182203.0041,528846.9961 182196.696,528856.503 182274.004000001,528896.7961 182258.698100001,528891.0991 182192.597100001,528934.303 182185.799000001,529201.097 181852.005000001,529355.502 181640.895,529404.098 181671.296,529438.002 181621.801000001,529478.502 181649.403000001,529544.603 181549.601,529564.803 181498.995999999,529595.4 181518.300000001,529639.297 181478.901000001,529679.962932033 181450.182372352,529670.700905064 181438.274051964,529676.655065258 181421.073144736,529677.9 181408.002,529738.897 181434.704,529795.738269145 181446.874505578,529824.597 181386.998,529818.8 181351.398,529903.098 181053.802999999,529932.9987 181046.6504,529834.771097085 180942.09403577,529681.286078743 180841.534885821,529617.77503667 180785.962724007,529572.788048535 180674.81840038,529535.739940659 180635.123999084,529295.588812821 180507.440341584)))","13",SOHO,"0","210","0","40","37","2","1235771","2",2.0,0.3,34.327660,0.0091550000,366.528567,2.158689,Developer Funded,WA2005YW9,"70080331",C.WD13388,134-140 Oxford Street - Wells House - Design Check,W1D 1LU,DDC,Teresa Tran,"2",06-06-2025,tbc,TBC,N/A,n/a,2023/24,"13",Poor,,No space for SUDS. Barely enough space to plant the existing trees back in,23-01-2025,,"5.10.2023-PM states no design proposals for project . Expected proposed design to be undertaken by external consultant . PM contacted by IG.
17.10.2023- Internal meeting - design check developer sites , suds report not to be undertaken
14.11.2023 - Consu",IG,,,,,,No optioneering report needed. SuDS proposal done by external consultant.,No,"Design check only, no influence on design",TBC,TBC,TBC,51.516165999999998,-0.137324000000000
